統一編號,公司名稱,公司所在地,代表人,資本額,核准設立日期,核准變更日期,案由或變更事項,營業項目,縣市,清冊,期別
61951245,布雷亞股份有限公司,宜蘭縣礁溪鄉大塭路18-17號,李士孟,2000000,115/08/14,,,A101020 農作物栽培業；F201010 農產品零售業；F203010 食品什貨、飲料零售業；F204110 布疋、衣著、鞋、帽、傘、服飾品零售業；F399040 無店面零售業；F401010 國際貿易業；F501030 飲料店業；F501060 餐館業；F501990 其他餐飲業；H201010 一般投資業,宜蘭縣,設立,11508
61951688,椿采堂有限公司,宜蘭縣宜蘭市民權里中華路169號1樓,陳思霓,3000000,115/08/18,,,F501060 餐館業；F501030 飲料店業；C104020 烘焙炊蒸食品製造業；G202010 停車場經營業；F102170 食品什貨批發業；F104110 布疋、衣著、鞋、帽、傘、服飾品批發業；F105050 家具、寢具、廚房器具、裝設品批發業；F106020 日常用品批發業；F106050 陶瓷玻璃器皿批發業；F109070 文教、樂器、育樂用品批發業,宜蘭縣,設立,11508
61951907,旭禾管理顧問有限公司,宜蘭縣五結鄉協和村親河路二段281號1樓,李彥旭,50000,115/08/18,,,F102040 飲料批發業；F102170 食品什貨批發業；F203010 食品什貨、飲料零售業；F501060 餐館業；F501990 其他餐飲業；I103060 管理顧問業；ZZ99999 除許可業務外，得經營法令非禁止或限制之業務,宜蘭縣,設立,11508
61951982,瑞豐草本有限公司,宜蘭縣五結鄉鎮安村二結路251號1樓,游晴閔,1000000,115/08/18,,,F201010 農產品零售業；F201070 花卉零售業；F203010 食品什貨、飲料零售業；F206020 日常用品零售業；F399040 無店面零售業；ZZ99999 除許可業務外，得經營法令非禁止或限制之業務,宜蘭縣,設立,11508
61952498,嘉見有限公司,宜蘭縣礁溪鄉大忠路31號一樓,林思嘉,200000,115/08/21,,,F501060 餐館業；F501030 飲料店業；F501050 飲酒店業；C103050 罐頭、冷凍、脫水及醃漬食品製造業；C104020 烘焙炊蒸食品製造業；C199990 未分類其他食品製造業；F203010 食品什貨、飲料零售業；F102170 食品什貨批發業；H703100 不動產租賃業；JB01010 會議及展覽服務業,宜蘭縣,設立,11508
61952510,三禾農創國際有限公司,宜蘭縣宜蘭市黎明里黎明二路1號,林錦旭,1000000,115/08/21,,,C103050 罐頭、冷凍、脫水及醃漬食品製造業；C104020 烘焙炊蒸食品製造業；C105010 食用油脂製造業；C109010 調味品製造業；C110010 飲料製造業；C111010 製茶業；C199030 即食餐食製造業；C199040 豆類加工食品製造業；C199990 未分類其他食品製造業；C201020 寵物食品製造業,宜蘭縣,設立,11508
61952589,千歲蘭有限公司,宜蘭縣宜蘭市東門里新民路182之5號6樓,張采宸,100000,115/08/21,,,F102170 食品什貨批發業；F103010 飼料批發業；F104110 布疋、衣著、鞋、帽、傘、服飾品批發業；F107030 清潔用品批發業；F108040 化粧品批發業；F202010 飼料零售業；F203010 食品什貨、飲料零售業；F204110 布疋、衣著、鞋、帽、傘、服飾品零售業；F207030 清潔用品零售業；F208040 化粧品零售業,宜蘭縣,設立,11508
61952595,超級生醫有限公司,宜蘭縣宜蘭市南津里7鄰凱旋路129巷16號,吳憲權,1000000,115/08/21,,,F102170 食品什貨批發業；F107030 清潔用品批發業；F108040 化粧品批發業；F203010 食品什貨、飲料零售業；F204110 布疋、衣著、鞋、帽、傘、服飾品零售業；F207030 清潔用品零售業；F208040 化粧品零售業；F399990 其他綜合零售業；F401010 國際貿易業；I199990 其他顧問服務業,宜蘭縣,設立,11508
61952650,動力全球有限公司,宜蘭縣員山鄉員山路一段829巷9號,尤人,100000,115/08/21,,,F114030 汽、機車零件配備批發業；F214030 汽、機車零件配備零售業；F114990 其他交通運輸工具及其零件批發業；F214990 其他交通運輸工具及其零件零售業；F206010 五金零售業；F207030 清潔用品零售業；F214040 自行車及其零件零售業；F214050 車胎零售業；F401010 國際貿易業；F399040 無店面零售業,宜蘭縣,設立,11508
61978693,美禾動態館股份有限公司,宜蘭縣冬山鄉香和村慈愛路286號,胡雅潔,15000000,115/08/25,,,CH01010 體育用品製造業；F204110 布疋、衣著、鞋、帽、傘、服飾品零售業；F209060 文教、樂器、育樂用品零售業；F299990 其他零售業；F399040 無店面零售業；F399990 其他綜合零售業；F401010 國際貿易業；F501060 餐館業；F501990 其他餐飲業；H201010 一般投資業,宜蘭縣,設立,11508
