統一編號,公司名稱,公司所在地,代表人,資本額,核准設立日期,核准變更日期,案由或變更事項,營業項目,縣市,清冊,期別
00002030,今盛環境淨化股份有限公司,桃園市桃園區新埔六街77號9樓之5,李宸萱,1300000,113/11/01,115/05/20,公司所營事業變更修正章程,F107050 肥料批發業；F113100 污染防治設備批發業；F207050 肥料零售業；F213100 污染防治設備零售業；F401010 國際貿易業；F206040 水器材料零售業；F106040 水器材料批發業；J101050 環境檢測服務業；ZZ99999 除許可業務外，得經營法令非禁止或限制之業務；E599010 配管工程業,桃園市,變更,11505
00006373,宥證有限公司,桃園市中壢區中堅里中山東路三段297號5樓,姜淑娟,1000000,114/01/10,115/05/22,股東出資轉讓修正章程,CC01080 電子零組件製造業；CC01110 電腦及其週邊設備製造業；CE01010 一般儀器製造業；E601010 電器承裝業；E601020 電器安裝業；E603050 自動控制設備工程業；E604010 機械安裝業；E605010 電腦設備安裝業；EZ05010 儀器、儀表安裝工程業；F104110 布疋、衣著、鞋、帽、傘、服飾品批發業,桃園市,變更,11505
00009245,秝禾投資有限公司,桃園市平鎮區環南路18號6樓之2,呂胤誠,5400000,113/08/20,115/05/22,一般補正案,H201010 一般投資業；I301010 資訊軟體服務業；I301020 資料處理服務業；I301030 電子資訊供應服務業；ZZ99999 除許可業務外，得經營法令非禁止或限制之業務,桃園市,變更,11505
00010221,袀富國際有限公司,桃園市桃園區大林里榮華街33巷1弄9號,游淑雲,200000,114/01/23,115/05/19,股東出資轉讓修正章程,CA01050 鋼材二次加工業；CA02010 金屬結構及建築組件製造業；CA02090 金屬線製品製造業；CA02990 其他金屬製品製造業；C805050 工業用塑膠製品製造業；C805070 強化塑膠製品製造業；C805010 塑膠皮、布、板、管材製造業；C805990 其他塑膠製品製造業；F106010 五金批發業；F107190 塑膠膜、袋批發業,桃園市,變更,11505
00023443,鉅程機電有限公司,桃園市八德區永豐里中華路520號(1樓),曾椲程,10000000,113/11/19,115/05/13,公司所在地,E599010 配管工程業；E601020 電器安裝業；E603010 電纜安裝工程業；E603020 電梯安裝工程業；E603040 消防安全設備安裝工程業；E603050 自動控制設備工程業；E603080 交通號誌安裝工程業；E603090 照明設備安裝工程業；E603100 電焊工程業；E603110 冷作工程業,桃園市,變更,11505
00030459,維度行銷設計有限公司,桃園市中壢區青航里高鐵站前路398號三樓,張佑維,3000000,113/10/28,115/05/27,公司所在地,I401010 一般廣告服務業；I401020 廣告傳單分送業；I501010 產品設計業；I503010 景觀、室內設計業；I599990 其他設計業；IZ01010 影印業；IZ10010 排版業；I301010 資訊軟體服務業；I301020 資料處理服務業；I301030 電子資訊供應服務業,桃園市,變更,11505
00038918,永興管理諮詢有限公司,桃園市中壢區林森里黃興街87號,洪博威,100000,113/12/31,115/05/15,公司所在地,I102010 一般投資顧問業；I103060 管理顧問業；I199990 其他顧問服務業；I599990 其他設計業；IZ13010 網路認證服務業；IZ99990 其他工商服務業；JB01010 會議及展覽服務業；JD01010 工商徵信服務業；JZ99050 仲介服務業；JZ99990 未分類其他服務業,桃園市,變更,11505
00044876,鑫躍投資股份有限公司,桃園市中壢區仁美里金鋒二街16號(1樓),林宜貞,15000000,81/10/08,115/05/05,一般補正案,H201010 一般投資業；H202010 創業投資業；H703090 不動產買賣業；H703100 不動產租賃業；IZ99990 其他工商服務業；I102010 一般投資顧問業；I103060 管理顧問業；H701010 住宅及大樓開發租售業；H701020 工業廠房開發租售業；H701040 特定專業區開發業,桃園市,變更,11505
00049154,多吉威達企業有限公司,桃園市大園區青峰里領航北路四段328號,吳克中,1000000,114/02/08,115/05/20,公司所在地,F106010 五金批發業；F119010 電子材料批發業；F113010 機械批發業；F113020 電器批發業；F113990 其他機械器具批發業；F205040 家具、寢具、廚房器具、裝設品零售業；E801070 廚具、衛浴設備安裝工程業；F206020 日常用品零售業；F401010 國際貿易業；CA02050 閥類製造業,桃園市,變更,11505
00050721,六影居士數位行銷有限公司,桃園市桃園區莊敬路二段34巷59號三樓,張家榮,200000,113/10/18,115/05/25,一般補正案,J401010 電影片製作業；J402010 電影片發行業；J404010 動畫影片製作業；J404020 提供設備及場地供電影片拍攝業；J404030 電影沖印業；J404040 電影錄音業；J404050 電影特效製作業；J399010 軟體出版業；J305010 有聲出版業；J304010 圖書出版業,桃園市,變更,11505
00051995,牧沐好日有限公司,桃園市中壢區青埔里青峰路一段47號5樓,李昱辰,3690000,113/11/29,115/05/08,公司印鑑變更,F201020 畜產品零售業；F201010 農產品零售業；F201030 水產品零售業；F203010 食品什貨、飲料零售業；F201990 其他農畜水產品零售業；F101040 家畜家禽批發業；F101050 水產品批發業；F101130 蔬果批發業；F102170 食品什貨批發業；F101990 其他農、畜、水產品批發業,桃園市,變更,11505
00053754,尚亨文化有限公司,桃園市中壢區青航里領航南路二段267號,姚君翰,3250000,113/09/13,115/05/28,公司所在地,E603090 照明設備安裝工程業；EZ99990 其他工程業；E604010 機械安裝業；E605010 電腦設備安裝業；E701020 衛星電視ＫＵ頻道、Ｃ頻道器材安裝業；E701030 電信管制射頻器材裝設工程業；EZ14010 運動場地用設備工程業；F109070 文教、樂器、育樂用品批發業；F113010 機械批發業；F113020 電器批發業,桃園市,變更,11505
00059080,壹玖捌貳實業有限公司,桃園市八德區廣興里新興路342巷54弄43號（1樓）,林弘毅,6000000,113/08/29,115/05/27,股東出資轉讓修正章程,F106010 五金批發業；F111090 建材批發業；F206010 五金零售業；F211010 建材零售業；F401010 國際貿易業；E801010 室內裝潢業；E801020 門窗安裝工程業；E801040 玻璃安裝工程業；E801070 廚具、衛浴設備安裝工程業；CA01100 鋁材軋延、伸線、擠型業,桃園市,變更,11505
00059666,好蒔香氛設計股份有限公司,桃園市桃園區中寧里大興西路2段26號11樓,林佳璽,1500000,113/10/29,115/05/06,一般補正案,C802100 化粧品製造業；C802090 清潔用品製造業；F108040 化粧品批發業；F107030 清潔用品批發業；F208040 化粧品零售業；F207030 清潔用品零售業；F401010 國際貿易業；F399040 無店面零售業；IG01010 生物技術服務業；F102170 食品什貨批發業,桃園市,變更,11505
