統一編號,公司名稱,公司所在地,代表人,資本額,核准設立日期,核准變更日期,案由或變更事項,營業項目,縣市,清冊,期別
00018173,留白創研有限公司,宜蘭縣宜蘭市新東里陽明三路65號1樓,陳品旭,400000,113/11/22,115/05/13,一般補正案,I301010 資訊軟體服務業；E801010 室內裝潢業；E801020 門窗安裝工程業；E801030 室內輕鋼架工程業；E801040 玻璃安裝工程業；E901010 油漆工程業；E903010 防蝕、防銹工程業；F111090 建材批發業；F211010 建材零售業；H703090 不動產買賣業,宜蘭縣,變更,11505
00045946,華裕盛有限公司,宜蘭縣宜蘭市北津里北津路34之3號,吳祐誠,4000000,114/01/06,115/05/05,增資,C103050 罐頭、冷凍、脫水及醃漬食品製造業；C199990 未分類其他食品製造業；C199030 即食餐食製造業；F102170 食品什貨批發業；F199990 其他批發業；F203010 食品什貨、飲料零售業；F501060 餐館業；F501990 其他餐飲業；CA01990 其他非鐵金屬基本工業；F106030 模具批發業,宜蘭縣,變更,11505
00148823,鴻揚有限公司,宜蘭縣五結鄉二結村五結中路三段623號,賴幼甯,10000000,113/08/14,115/05/15,改推董事/董事長,E903010 防蝕、防銹工程業；EZ11010 球場跑道樹脂材料鋪設工程業；EZ14010 運動場地用設備工程業；F107010 漆料、塗料批發業；F107200 化學原料批發業；F111090 建材批發業；F113010 機械批發業；F113030 精密儀器批發業；ZZ99999 除許可業務外，得經營法令非禁止或限制之業務；C802200 塗料、油漆、染料及顏料製造業,宜蘭縣,變更,11505
00150658,雪峰森林露營場有限公司,宜蘭縣頭城鎮北宜路一段193號1樓,劉茂松,500000,113/09/19,115/05/20,一般補正案,J799990 其他休閒服務業；F501060 餐館業；F203010 食品什貨、飲料零售業；F203020 菸酒零售業；F104110 布疋、衣著、鞋、帽、傘、服飾品批發業；F105050 家具、寢具、廚房器具、裝設品批發業；F106020 日常用品批發業；F109070 文教、樂器、育樂用品批發業；F204110 布疋、衣著、鞋、帽、傘、服飾品零售業；F205040 家具、寢具、廚房器具、裝設品零售業,宜蘭縣,變更,11505
00163627,鎧碁工程有限公司,宜蘭縣冬山鄉丸山村丸山路42號一樓,李俊明,21000000,113/10/16,115/05/07,股東出資轉讓修正章程,F113010 機械批發業；F113990 其他機械器具批發業；F111090 建材批發業；F211010 建材零售業；F213080 機械器具零售業；F213990 其他機械器具零售業；F401010 國際貿易業；E604010 機械安裝業；EZ02010 起重工程業；EZ07010 鑽孔工程業,宜蘭縣,變更,11505
00179206,馳晟有限公司,宜蘭縣員山鄉尚德村員山路一段1046號1樓,林志謂,200000,113/10/22,115/05/25,公司所在地,B601010 土石採取業；EZ02010 起重工程業；F106010 五金批發業；F111090 建材批發業；F206010 五金零售業；F211010 建材零售業；F214010 汽車零售業；F401010 國際貿易業；G799990 其他運輸輔助業；G801010 倉儲業,宜蘭縣,變更,11505
00244608,宜陽興業有限公司,宜蘭縣宜蘭市女中路1段32號1樓,劉尚松,1000000,113/09/05,115/05/04,公司名稱變更修正章程,H701010 住宅及大樓開發租售業；H701020 工業廠房開發租售業；H701050 投資興建公共建設業；H701060 新市鎮、新社區開發業；H701070 區段徵收及市地重劃代辦業；H701090 都市更新整建維護業；H702010 建築經理業；H703090 不動產買賣業；H703100 不動產租賃業；H201010 一般投資業,宜蘭縣,變更,11505
12631191,大暵股份有限公司,宜蘭縣冬山鄉大興村德興四路14號,林勝東,12000000,89/10/07,115/05/11,改選董事/監察人(一人法人股東指派董事/監察人),B601010 土石採取業。；C803990 其他石油及煤製品製造業。；C901040 預拌混凝土製造業。；C901050 水泥及混凝土製品製造業。；EZ10010 預拌混凝土壓送工程業。；F211010 建材零售業。；F212050 石油製品零售業。；I601010 租賃業。；CA02010 金屬建築結構及組件製造業。；CB01010 機械設備製造業。,宜蘭縣,變更,11505
12735956,富泰消防顧問股份有限公司,宜蘭縣蘇澳鎮頂寮里蘇濱路三段132號2樓之1,胡飛虎,10000000,90/01/12,115/05/26,公司所在地,E599010 配管工程業；E601010 電器承裝業；E601020 電器安裝業；E603010 電纜安裝工程業；E603040 消防安全設備安裝工程業；E603050 自動控制設備工程業；E603080 交通號誌安裝工程業；E603090 照明設備安裝工程業；E605010 電腦設備安裝業；E701010 通信工程業,宜蘭縣,變更,11505
16221227,上久水電工程有限公司,宜蘭縣冬山鄉群英村富英路306巷27號,游順興,3000000,86/09/15,115/05/14,股東出資轉讓修正章程,,宜蘭縣,變更,11505
