統一編號,公司名稱,公司所在地,代表人,資本額,核准設立日期,核准變更日期,案由或變更事項,營業項目,縣市,清冊,期別
62055492,允利冷氣工程有限公司,新竹市北區金雅里金雅八街83號,李佩芬,500000,115/05/14,,,E599010 配管工程業；E601010 電器承裝業；E601020 電器安裝業；E603130 燃氣熱水器承裝業；E801070 廚具、衛浴設備安裝工程業；F105050 家具、寢具、廚房器具、裝設品批發業；F106040 水器材料批發業；F113020 電器批發業；F213010 電器零售業；IF04010 非破壞檢測業,新竹市,設立,11505
62055541,亞伯星創股份有限公司,新竹市北區北大路307號9樓之3,駱怡舜,30000,115/05/14,,,CC01100 電信管制射頻器材製造業；CD01060 航空器及其零件製造業；CC01080 電子零組件製造業；CC01060 有線通信機械器材製造業；CC01070 無線通信機械器材製造業；CC01090 電池製造業；CC01110 電腦及其週邊設備製造業；CC01120 資料儲存媒體製造及複製業；CE01010 一般儀器製造業；CD01990 其他運輸工具及其零件製造業,新竹市,設立,11505
62055676,金映有限公司,新竹市北區金華里光華東一街5號14樓之2,吳金勳,2500000,115/05/15,,,H201010 一般投資業,新竹市,設立,11505
62055710,震山餐飲事業有限公司,新竹市東區金山里金山九街50號（1樓）,黃亮祺,500000,115/05/15,,,F501060 餐館業；F501990 其他餐飲業；F101990 其他農、畜、水產品批發業；F102170 食品什貨批發業；F201010 農產品零售業；F201990 其他農畜水產品零售業；F203010 食品什貨、飲料零售業；F401010 國際貿易業；ZZ99999 除許可業務外，得經營法令非禁止或限制之業務,新竹市,設立,11505
62055731,籽籽室研有限公司,新竹市東區錦華里北大路29號三樓,劉映君,500000,115/05/15,,,F106010 五金批發業；F120010 耐火材料批發業；F220010 耐火材料零售業；J101010 建築物清潔服務業；I599990 其他設計業；JZ99030 攝影業；I503010 景觀設計業；E603090 照明設備安裝工程業；E801010 室內裝潢業；E801070 廚具、衛浴設備安裝工程業,新竹市,設立,11505
62055789,海超人文化創意有限公司,新竹市東區光復路二段295號16樓之6,詹育誠,300000,115/05/15,,,ZZ99999 除許可業務外，得經營法令非禁止或限制之業務；I401010 一般廣告服務業；JZ99030 攝影業；I301010 資訊軟體服務業；J503040 廣播電視廣告業；I501010 產品設計業；J601010 藝文服務業；I199990 其他顧問服務業；F601010 智慧財產權業；JB01010 會議及展覽服務業,新竹市,設立,11505
62055818,雄權展業有限公司,新竹市東區頂竹里東南街127號3樓,郭顯康,200000,115/05/15,,,F102170 食品什貨批發業；F203010 食品什貨、飲料零售業；F201010 農產品零售業；F102040 飲料批發業；F399040 無店面零售業；F401010 國際貿易業；F501030 飲料店業；F501990 其他餐飲業；I301010 資訊軟體服務業；I301020 資料處理服務業,新竹市,設立,11505
62055845,納威米科技有限公司,新竹市東區中華路二段198號,吳清吉,500000,115/05/15,,,CA01050 鋼材二次加工業；CA02990 其他金屬製品製造業；CC01010 發電、輸電、配電機械製造業；CA04010 表面處理業；CC01080 電子零組件製造業；CE01010 一般儀器製造業；CB01010 機械設備製造業；F113010 機械批發業；F213080 機械器具零售業；F119010 電子材料批發業,新竹市,設立,11505
62055887,瀛億工程有限公司,新竹市北區育英里四維路130號9樓之9,賴怡伶,3000000,115/05/18,,,F117010 消防安全設備批發業；F217010 消防安全設備零售業；E599010 配管工程業；E603040 消防安全設備安裝工程業；IF01010 消防安全設備檢修業；F106010 五金批發業；F206010 五金零售業；F111090 建材批發業；F211010 建材零售業；F119010 電子材料批發業,新竹市,設立,11505
62055958,奕熠投資有限公司,新竹市北區中興里中山路40巷25之1號3樓之15,林虹岐,5000000,115/05/18,,,H201010 一般投資業,新竹市,設立,11505
62056014,震佰有限公司,新竹市香山區香山里中華路五段14號1樓前段,張庭維,2000000,115/05/18,,,F113070 電信器材批發業；F213060 電信器材零售業；IE01010 電信業務門號代辦業；F102170 食品什貨批發業；F203010 食品什貨、飲料零售業；F206020 日常用品零售業；F208040 化粧品零售業；F209060 文教、樂器、育樂用品零售業；F213010 電器零售業；F213030 電腦及事務性機器設備零售業,新竹市,設立,11505
62056204,阿理嘉亞有限公司,新竹市東區中華路二段476號,李和展,500000,115/05/19,,,F501060 餐館業；F501990 其他餐飲業；ZZ99999 除許可業務外，得經營法令非禁止或限制之業務,新竹市,設立,11505
62056295,食凡控股有限公司,新竹市東區金山八街58號,黃麒峯,400000,115/05/19,,,I103060 管理顧問業；J202010 產業育成業；H201010 一般投資業；I401010 一般廣告服務業；I301010 資訊軟體服務業；JZ99050 仲介服務業；F501060 餐館業；F203010 食品什貨、飲料零售業；F102170 食品什貨批發業；F399040 無店面零售業,新竹市,設立,11505
62056416,光復道安有限公司,新竹市東區綠水里光復路二段295號13樓之7,廖偉敬,700000,115/05/19,,,I103060 管理顧問業；I199990 其他顧問服務業；I301020 資料處理服務業；I301030 電子資訊供應服務業；I599990 其他設計業；IZ99990 其他工商服務業；J202010 產業育成業；JB01010 會議及展覽服務業；JE01010 租賃業；JZ99050 仲介服務業,新竹市,設立,11505
62056529,一侖設計有限公司,新竹市北區光田里水田街150巷10弄6號1樓,張偉倫,200000,115/05/19,,,E601020 電器安裝業；E603040 消防安全設備安裝工程業；E603050 自動控制設備工程業；E603090 照明設備安裝工程業；E701040 簡易電信設備安裝業；E801010 室內裝潢業；E801020 門窗安裝工程業；E801030 室內輕鋼架工程業；E801040 玻璃安裝工程業；E801070 廚具、衛浴設備安裝工程業,新竹市,設立,11505
62056540,睿相光電股份有限公司,新竹市東區光復路二段101號,宋泊錡,2010000,115/05/19,,,CB01010 機械設備製造業；CE01030 光學儀器製造業；CE01990 其他光學及精密器械製造業；CE01010 一般儀器製造業；F213010 電器零售業；F213030 電腦及事務性機器設備零售業；F213040 精密儀器零售業；F213080 機械器具零售業；F216010 照相器材零售業；F218010 資訊軟體零售業,新竹市,設立,11505
