統一編號,公司名稱,公司所在地,代表人,資本額,核准設立日期,核准變更日期,案由或變更事項,營業項目,縣市,清冊,期別
62057111,栩日蒔穗有限公司,桃園市觀音區保生十街203號3樓,蔡豐名,101000,115/05/21,,,F109070 文教、樂器、育樂用品批發業；F113050 電腦及事務性機器設備批發業；F118010 資訊軟體批發業；F119010 電子材料批發業；F203010 食品什貨、飲料零售業；F203020 菸酒零售業；F204110 布疋、衣著、鞋、帽、傘、服飾品零售業；F205040 家具、寢具、廚房器具、裝設品零售業；F206020 日常用品零售業；F207030 清潔用品零售業,桃園市,設立,11505
62057127,耀眼創意有限公司,桃園市中壢區正義里中山東路一段336號,黃禮川,500000,115/05/21,,,I401010 一般廣告服務業；I199990 其他顧問服務業；J602010 演藝活動業；F399040 無店面零售業；F203010 食品什貨、飲料零售業；H703100 不動產租賃業；ZZ99999 除許可業務外，得經營法令非禁止或限制之業務,桃園市,設立,11505
62057132,晉騰企業有限公司,桃園市桃園區東門里春日路241號及地下一層,陳昌宏,100000,115/05/21,,,H201010 一般投資業；I401010 一般廣告服務業；J404010 動畫影片製作業；J404040 電影錄音業；J404020 提供設備及場地供電影片拍攝業；ZZ99999 除許可業務外，得經營法令非禁止或限制之業務,桃園市,設立,11505
62057148,鑫潔資源循環科技股份有限公司,桃園市中壢區永福路692號(1樓),黃志傑,1000000,115/05/22,,,J101030 廢棄物清除業；J101040 廢棄物處理業；J101080 資源回收業；J101090 廢棄物清理業；J101990 其他環境衛生及污染防治服務業；C901990 其他非金屬礦物製品製造業；E604010 機械安裝業；EZ99990 其他工程業；F106010 五金批發業；F113100 污染防治設備批發業,桃園市,設立,11505
62057153,甄囍國際有限公司,桃園市平鎮區環南路28號,李宥萱,100000,115/05/21,,,F206010 五金零售業；F501060 餐館業；F206020 日常用品零售業；F207030 清潔用品零售業；F203010 食品什貨、飲料零售業；F501990 其他餐飲業；F209060 文教、樂器、育樂用品零售業；ZZ99999 除許可業務外，得經營法令非禁止或限制之業務,桃園市,設立,11505
62057175,鑫坤貿易有限公司,桃園市平鎮區廣興里廣興三街17號（2樓）,謝幸修,1200000,115/05/22,,,F102040 飲料批發業；F102170 食品什貨批發業；F102020 食用油脂批發業；F401010 國際貿易業；F102030 菸酒批發業；ZZ99999 除許可業務外，得經營法令非禁止或限制之業務,桃園市,設立,11505
62057180,加集廣貿易有限公司,桃園市平鎮區高雙里復旦路三段111巷20弄10號(1樓),陳郁憲,100000,115/05/22,,,CA02990 其他金屬製品製造業；CC01030 電器及視聽電子產品製造業；CC01080 電子零組件製造業；CC01090 電池製造業；CC01100 電信管制射頻器材製造業；CZ99990 未分類其他工業製品製造業；E605010 電腦設備安裝業；E701010 電信工程業；F113020 電器批發業；F113050 電腦及事務性機器設備批發業,桃園市,設立,11505
62057196,富育棋里通商有限公司,桃園市大園區後厝路142巷29號,鄭棋,500000,115/05/22,,,F113010 機械批發業；F113020 電器批發業；F113030 精密儀器批發業；F113050 電腦及事務性機器設備批發業；F113060 度量衡器批發業；F113070 電信器材批發業；F119010 電子材料批發業；F213010 電器零售業；F213030 電腦及事務性機器設備零售業；F219010 電子材料零售業,桃園市,設立,11505
62057203,森禾生活有限公司,桃園市桃園區永安路189號14樓之1,胡譽豐,100000,115/05/22,,,F101130 蔬果批發業；F101990 其他農、畜、水產品批發業；F102170 食品什貨批發業；F201010 農產品零售業；F201990 其他農畜水產品零售業；F203010 食品什貨、飲料零售業；F401010 國際貿易業；ZZ99999 除許可業務外，得經營法令非禁止或限制之業務；I301010 資訊軟體服務業；I301020 資料處理服務業,桃園市,設立,11505
62057230,絨瑩有限公司,桃園市中壢區新街里元化路226號10樓,徐沁凝,1000000,115/05/22,,,F399040 無店面零售業；F107030 清潔用品批發業；F108040 化粧品批發業；F102040 飲料批發業；F102170 食品什貨批發業；F104110 布疋、衣著、鞋、帽、傘、服飾品批發業；F105050 家具、寢具、廚房器具、裝設品批發業；F106010 五金批發業；F106020 日常用品批發業；F106060 寵物食品及其用品批發業,桃園市,設立,11505
