統一編號,公司名稱,公司所在地,代表人,資本額,核准設立日期,核准變更日期,案由或變更事項,營業項目,縣市,清冊,期別
62077427,欣琦開發股份有限公司,基隆市信義區深澳坑路57-12號,廖文琦,2000000,115/07/29,,,F201070 花卉零售業；F206060 祭祀用品零售業；H703090 不動產買賣業；H703100 不動產租賃業；H703120 自助儲物空間業；I501010 產品設計業；I599990 其他設計業；IZ12010 人力派遣業；JE01010 租賃業；JZ99050 仲介服務業,基隆市,設立,11507
62077600,海洋護衛隊有限公司,基隆市中正區信義里信五路20巷12號,陳子挺,200000,115/07/30,,,J803020 運動比賽業；IZ12010 人力派遣業；F399040 無店面零售業；J701080 水域遊憩活動經營業；J802010 運動訓練業；ZZ99999 除許可業務外，得經營法令非禁止或限制之業務；F209060 文教、樂器、育樂用品零售業；F204110 布疋、衣著、鞋、帽、傘、服飾品零售業,基隆市,設立,11507
62103023,鼎銨實業有限公司,基隆市七堵區綠葉街63巷10號8樓,施世凱,1000000,115/06/30,,,E599010 配管工程業；E801010 室內裝潢業；E801030 室內輕鋼架工程業；E901010 油漆工程業；F106010 五金批發業；F111090 建材批發業；F117010 消防安全設備批發業；F120010 耐火材料批發業；F206010 五金零售業；F211010 建材零售業,基隆市,設立,11507
62103115,宏昇石業有限公司,基隆市七堵區明德一路221號,梁美月,1000000,115/06/30,,,C901070 石材製品製造業；CG01010 珠寶及貴金屬製品製造業；CN01010 家具及裝設品製造業；E801010 室內裝潢業；F105050 家具、寢具、廚房器具、裝設品批發業；F115020 礦石批發業；F115010 首飾及貴金屬批發業；F111090 建材批發業；F205040 家具、寢具、廚房器具、裝設品零售業；F401010 國際貿易業,基隆市,設立,11507
62103179,大巾綵娛樂有限公司,基隆市仁愛區孝二路39號5樓之17,莊家綻,300000,115/07/01,,,J601010 藝文服務業；J602010 演藝活動業；J603010 音樂展演空間業；J802010 運動訓練業；J803010 運動表演業；J803020 運動比賽業；JZ99990 未分類其他服務業；ZZ99999 除許可業務外，得經營法令非禁止或限制之業務,基隆市,設立,11507
62103369,奇遇映像有限公司,基隆市安樂區內寮里武聖街168號四樓,蘇逸儒,500000,115/07/02,,,F399040 無店面零售業；F204110 布疋、衣著、鞋、帽、傘、服飾品零售業；F203010 食品什貨、飲料零售業；I199990 其他顧問服務業；I401010 一般廣告服務業；I301060 網路廣告平臺業；I301010 資訊軟體服務業；J304010 圖書出版業；JZ99990 未分類其他服務業；J601010 藝文服務業,基隆市,設立,11507
62103380,富鴻機電冷氣空調有限公司,基隆市安樂區安和一街330巷2之2號十一樓,謝韋哲,100000,115/07/02,,,E502010 燃料導管安裝工程業；E599010 配管工程業；E601010 電器承裝業；E601020 電器安裝業；E603010 電纜安裝工程業；E603020 電梯安裝工程業；E603040 消防安全設備安裝工程業；E603050 自動控制設備工程業；E603080 交通號誌安裝工程業；E603090 照明設備安裝工程業,基隆市,設立,11507
62103500,三分練健身運動事業有限公司,基隆市安樂區麥金路201號地下一層之6,曾鳳玉,1000000,115/07/02,,,J802010 運動訓練業；J803010 運動表演業；J803020 運動比賽業；J801030 競技及休閒運動場館業；J601010 藝文服務業；J799990 其他休閒服務業；JE01010 租賃業；JZ99080 美容美髮服務業；F102040 飲料批發業；F102170 食品什貨批發業,基隆市,設立,11507
62103522,擎天體育營建有限公司,基隆市暖暖區暖暖里暖暖街281巷100號1樓,廖家毅,6000000,115/07/02,,,E101011 綜合營造業；E603090 照明設備安裝工程業；E801010 室內裝潢業；E601020 電器安裝業；E604010 機械安裝業；EZ05010 儀器、儀表安裝工程業；EZ11010 球場跑道樹脂材料鋪設工程業；EZ14010 運動場地用設備工程業；J701040 休閒活動場館業；F401010 國際貿易業,基隆市,設立,11507
62103662,宇暘新科技有限公司,基隆市暖暖區暖暖街123-1號5樓,王冠傑,100000,115/07/03,,,E603040 消防安全設備安裝工程業；E603050 自動控制設備工程業；E603090 照明設備安裝工程業；E605010 電腦設備安裝業；E701020 衛星電視ＫＵ頻道、Ｃ頻道器材安裝業；E801010 室內裝潢業；EZ05010 儀器、儀表安裝工程業；F106010 五金批發業；F111090 建材批發業；F113010 機械批發業,基隆市,設立,11507
