統一編號,公司名稱,公司所在地,代表人,資本額,核准設立日期,核准變更日期,案由或變更事項,營業項目,縣市,清冊,期別
00014486,兆輝電子股份有限公司,新竹市東區力行一路1號1樓(B5-6),陳澤澎,118355000,,115/07/15,發行新股,CC01080 電子零組件製造業(限區外經營)；C801990 其他化學材料製造業(限區外經營)；C802990 其他化學製品製造業(限區外經營)；CC01060 有線通信機械器材製造業(限區外經營)；CC01040 照明設備製造業(限區外經營)；F119010 電子材料批發業(限區外經營)；F219010 電子材料零售業(限區外經營)；F401010 國際貿易業；I501010 產品設計業；IG03010 能源技術服務業,新竹市,變更,11507
00016061,友達智慧移動股份有限公司,新竹市東區力行二路1號7樓,徐文浩,2110525560,,115/07/16,改選董事/監察人(一人法人股東指派董事/監察人),CC01030 電器及視聽電子產品製造業；CC01080 電子零組件製造業；CE01030 光學儀器製造業；CC01070 無線通信機械器材製造業；F401010 國際貿易業；I501010 產品設計業；ZZ99999 除許可業務外，得經營法令非禁止或限制之業務(限區外經營)研究、設計、開發、製造及銷售下列產品或服務：液晶顯示器及其系統(車用)相關應用產品及服務,新竹市,變更,11507
00045848,弘曜科技股份有限公司,新竹市北區舊社里7鄰湳雅街311巷12弄8號1樓,李函恩,1000000,,115/07/27,董事/監察人持股變動報備,F106010 五金批發業；F107200 化學原料批發業；F107990 其他化學製品批發業；F113030 精密儀器批發業；F113070 電信器材批發業；F113990 其他機械器具批發業；F118010 資訊軟體批發業；F119010 電子材料批發業；F206010 五金零售業；F207200 化學原料零售業,新竹市,變更,11507
00058462,兆川貿易有限公司,新竹市北區西雅里北大路468號2樓之2,李文傑,1000000,,115/07/01,公司所營事業變更修正章程,C805010 塑膠皮、布、板、管材製造業；C805050 工業用塑膠製品製造業；C805070 強化塑膠製品製造業；C805990 其他塑膠製品製造業；C901020 玻璃及玻璃製品製造業；CB01010 機械設備製造業；CB01990 其他機械製造業；E801020 門窗安裝工程業；E801040 玻璃安裝工程業；F106010 五金批發業,新竹市,變更,11507
00066580,波光科技股份有限公司,新竹市東區光復路二段101號,蔡易男,75666667,,115/07/15,一般補正案,CC01080 電子零組件製造業；F113030 精密儀器批發業；CE01010 一般儀器製造業；CE01030 光學儀器製造業；F119010 電子材料批發業；F107200 化學原料批發業；I301010 資訊軟體服務業；I599990 其他設計業；I199990 其他顧問服務業；F401010 國際貿易業,新竹市,變更,11507
00072324,承橙投資股份有限公司,新竹市東區光復路二段2巷49之4號2樓,蔡昌裕,9010000,,115/07/02,公司遷址修正章程,H201010 一般投資業；H703100 不動產租賃業；ZZ99999 除許可業務外，得經營法令非禁止或限制之業務,新竹市,變更,11507
00087163,鈞岳實業有限公司,新竹市東區科園里科學園路121號1樓,梁偉賢,1100000,,115/07/01,公司名稱變更修正章程,A102080 園藝服務業；J101010 建築物清潔服務業；J101030 廢棄物清除業；J101040 廢棄物處理業；J101080 資源回收業；F206010 五金零售業；ZZ99999 除許可業務外，得經營法令非禁止或限制之業務,新竹市,變更,11507
00110050,威爾富投資有限公司,新竹市北區士林里東大路2段660巷9弄6號1樓,李逸婷,30000000,,115/07/28,增資,H201010 一般投資業,新竹市,變更,11507
05054052,永隆小客車租賃有限公司,新竹市經國路二段35號,陳志鴻,6000000,,115/07/15,股東出資轉讓修正章程,,新竹市,變更,11507
11846954,通用矽酮股份有限公司,新竹市香山區南港里南港街52巷9-1號,豪志投資股份有限公司,278680000,,115/07/08,改選董事/監察人(一人法人股東指派董事/監察人),F113070 電信器材批發業；F213060 電信器材零售業；CH01010 體育用品製造業；CH01040 玩具製造業；C804020 工業用橡膠製品製造業；C804990 其他橡膠製品製造業；CC01060 有線通信機械器材製造業；CC01070 無線通信機械器材製造業；CC01080 電子零組件製造業；F107200 化學原料批發業,新竹市,變更,11507
12362843,優貝克科技股份有限公司,新竹市光復路二段882號4樓之2,蔡有哲,498000000,,115/07/30,董事(常務董事.董事長)/監察人解任,F401010 國際貿易業；F113010 機械批發業；F113990 其他機械器具批發業；F213080 機械器具零售業；F213990 其他機械器具零售業；E604010 機械安裝業；CB01010 機械設備製造業；CC01080 電子零組件製造業；F219010 電子材料零售業；E605010 電腦設備安裝業,新竹市,變更,11507
