統一編號,公司名稱,公司所在地,代表人,資本額,核准設立日期,核准變更日期,案由或變更事項,營業項目,縣市,清冊,期別
62067292,日商青輝半導體股份有限公司,新竹縣竹北市勝利三街77號2樓,葉國光,500000,115/07/16,,,C501030 合板製造業；CA04010 表面處理業；CB01010 機械設備製造業；CC01080 電子零組件製造業；E603050 自動控制設備工程業；F113010 機械批發業；F113030 精密儀器批發業；F119010 電子材料批發業；F213040 精密儀器零售業；F213080 機械器具零售業,新竹縣,設立,11507
62077593,楷燁國際股份有限公司,新竹縣湖口鄉鳳山村光復南路39號,黃旭昇,2000000,115/07/30,,,F119010 電子材料批發業；F401010 國際貿易業；ZZ99999 除許可業務外，得經營法令非禁止或限制之業務,新竹縣,設立,11507
62077658,境空間有限公司,新竹縣竹北市泰和里泰和一街10巷6號,朱彥澄,300000,115/07/30,,,I503010 景觀設計業；E801010 室內裝潢業；I599990 其他設計業；F111090 建材批發業；F211010 建材零售業；ZZ99999 除許可業務外，得經營法令非禁止或限制之業務,新竹縣,設立,11507
62077685,邦達投資有限公司,新竹縣湖口鄉鳳山村光復南路39號4樓,黃立夫,2000000,115/07/30,,,H201010 一般投資業；ZZ99999 除許可業務外，得經營法令非禁止或限制之業務,新竹縣,設立,11507
62077828,閒閒工作室有限公司,新竹縣竹北市斗崙里光明六路８７之５號２樓,陳柏全,300000,115/07/30,,,J399010 軟體出版業；I301010 資訊軟體服務業；F118010 資訊軟體批發業；F218010 資訊軟體零售業；F113050 電腦及事務性機器設備批發業；F213030 電腦及事務性機器設備零售業；F113070 電信器材批發業；F213060 電信器材零售業；F109070 文教、樂器、育樂用品批發業；F209060 文教、樂器、育樂用品零售業,新竹縣,設立,11507
62103059,碩嘉應用材料股份有限公司,新竹縣湖口鄉中華路122之18號,黃文瑞,1000000,115/07/01,,,C805050 工業用塑膠製品製造業；CC01080 電子零組件製造業；F119010 電子材料批發業；F219010 電子材料零售業；F401010 國際貿易業；C805990 其他塑膠製品製造業；C801990 其他化學材料製造業；ZZ99999 除許可業務外，得經營法令非禁止或限制之業務,新竹縣,設立,11507
62103157,青輝先進材料股份有限公司,新竹縣竹北市文興路一段156號五樓,張伯昌,5000000,115/07/01,,,C501030 合板製造業；CA04010 表面處理業；CB01010 機械設備製造業；CC01080 電子零組件製造業；CE01030 光學儀器製造業；E603050 自動控制設備工程業；F113010 機械批發業；F113030 精密儀器批發業；F119010 電子材料批發業；F213040 精密儀器零售業,新竹縣,設立,11507
62103163,英迪雅有限公司,新竹縣湖口鄉鳳山村光復南路39號4樓,黃立安,2000000,115/07/01,,,H201010 一般投資業；ZZ99999 除許可業務外，得經營法令非禁止或限制之業務,新竹縣,設立,11507
62103375,頴富國際投資有限公司,新竹縣竹北市十興五街90號12樓,張頴佳,1000000,115/07/02,,,H201010 一般投資業,新竹縣,設立,11507
62103396,鑫旺國際企業有限公司,新竹縣湖口鄉三民一路26巷55號,馮楨惠,2500000,115/07/02,,,C103050 罐頭、冷凍、脫水及醃漬食品製造業；C104020 烘焙炊蒸食品製造業；C199040 豆類加工食品製造業；F102170 食品什貨批發業；F106020 日常用品批發業；F113010 機械批發業；F203010 食品什貨、飲料零售業；F206020 日常用品零售業；F213080 機械器具零售業；F399040 無店面零售業,新竹縣,設立,11507
62103425,碁弘科技有限公司,新竹縣竹北市成功十三街20號八樓,詹培祺,1000000,115/07/02,,,E601020 電器安裝業；E603050 自動控制設備工程業；E604010 機械安裝業；E605010 電腦設備安裝業；E701030 電信管制射頻器材裝設工程業；F106010 五金批發業；F106030 模具批發業；F107170 工業助劑批發業；F113010 機械批發業；F113030 精密儀器批發業,新竹縣,設立,11507
62103467,里昂美學行銷有限公司,新竹縣竹北市國盛街299之3號（1樓）,張家儒,1010000,115/07/02,,,F401010 國際貿易業；I401010 一般廣告服務業；I599990 其他設計業；J602010 演藝活動業；JB01010 會議及展覽服務業；ZZ99999 除許可業務外，得經營法令非禁止或限制之業務,新竹縣,設立,11507
62103494,峻祥工程有限公司,新竹縣尖石鄉梅花村梅花218號1樓,江博峻,500000,115/07/02,,,EZ99990 其他工程業；E599010 配管工程業；E601010 電器承裝業；E601020 電器安裝業；E903010 防蝕、防銹工程業；IZ12010 人力派遣業；E801030 室內輕鋼架工程業；J101010 建築物清潔服務業；J101090 廢棄物清理業；J101040 廢棄物處理業,新竹縣,設立,11507
