統一編號,公司名稱,公司所在地,代表人,資本額,核准設立日期,核准變更日期,案由或變更事項,營業項目,縣市,清冊,期別
00014599,藝術與社會有限公司,新竹市東區自由路56號,曹良賓,1000000,,115/03/06,申登機關變更（遷入，含卷）,I105010 藝術品諮詢顧問業；I199990 其他顧問服務業；IG02010 研究發展服務業；IZ04010 翻譯業；J303010 雜誌（期刊）出版業；J304010 圖書出版業；J305010 有聲出版業；J399990 其他出版業；J601010 藝文服務業；JB01010 會議及展覽服務業,新竹市,變更,11503
00066580,波光科技股份有限公司,新竹市東區光復路二段101號,邱智玉,39000000,,115/03/20,一般補正案,CC01080 電子零組件製造業；F113030 精密儀器批發業；CE01010 一般儀器製造業；CE01030 光學儀器製造業；F119010 電子材料批發業；F107200 化學原料批發業；I301010 資訊軟體服務業；I599990 其他設計業；I199990 其他顧問服務業；F401010 國際貿易業,新竹市,變更,11503
00103966,睿洸工程有限公司,新竹市北區延平路三段416號1樓,戴伯涵,1200000,,115/03/12,股東出資轉讓修正章程,E599010 配管工程業；E603100 電焊工程業；E604010 機械安裝業；E901010 油漆工程業；E903010 防蝕、防銹工程業；EZ02010 起重工程業；E603050 自動控制設備工程業；EZ05010 儀器、儀表安裝工程業；E603110 冷作工程業；EZ15010 保溫、保冷安裝工程業,新竹市,變更,11503
00236635,勍皓科技有限公司,新竹市香山區中華路四段434巷21號,鄧原皓,2000000,,115/03/09,一般補正案,C805070 強化塑膠製品製造業；C805990 其他塑膠製品製造業；CA02990 其他金屬製品製造業；CB01010 機械設備製造業；CB01990 其他機械製造業；CC01080 電子零組件製造業；CE01010 一般儀器製造業；F106010 五金批發業；F106030 模具批發業；F113010 機械批發業,新竹市,變更,11503
00249809,騏馥投資有限公司,新竹市光復路一段89巷123號,詹偉閔,5500000,,115/03/09,增資,H201010 一般投資業；H701010 住宅及大樓開發租售業；H701020 工業廠房開發租售業；H701050 投資興建公共建設業；H701060 新市鎮、新社區開發業；H701070 區段徵收及市地重劃代辦業；H702010 建築經理業；H703090 不動產買賣業；H703100 不動產租賃業；H703110 老人住宅業,新竹市,變更,11503
11846954,通用矽酮股份有限公司,新竹市香山區南港里南港街52巷9-1號,豪志投資股份有限公司,278680000,,115/03/05,補選董事(常務董事.董事長)/監察人,F113070 電信器材批發業；F213060 電信器材零售業；CH01010 體育用品製造業；CH01040 玩具製造業；C804020 工業用橡膠製品製造業；C804990 其他橡膠製品製造業；CC01060 有線通信機械器材製造業；CC01070 無線通信機械器材製造業；CC01080 電子零組件製造業；F107200 化學原料批發業,新竹市,變更,11503
12614067,世紀創新股份有限公司,新竹市園區二路47號304室,顏宏儒,83445470,,115/03/12,董事/監察人持股變動報備,CC01080 電子零組件製造業研究、開發、設計、製造及銷售下列產品：1.矽智財〈SIP〉開發與授權2.SOC ASIC TURN KEY 設計服務3.標準ASSP晶片設計服務,新竹市,變更,11503
12901841,智微科技股份有限公司,新竹市科研路8號5樓之3,劉立國,709033500,,115/03/25,發行新股,I501010 產品設計業；I301010 資訊軟體服務業；F601010 智慧財產權業；IZ99990 其他工商服務業(積體電路測試)研究、開發、設計、製造及銷售下列產品:1.高速及無線傳輸介面、儲存裝置、網路通訊技術相關產品及矽智財及系統平台2.毫米波雷達物聯網裝置及矽智財3.人工智慧人機介面相關產品及矽智財,新竹市,變更,11503
16040181,景昱企業有限公司,新竹市埔頂里經國路三段57號,劉興德,6000000,,115/03/12,增資,F213010 電器零售業；F113020 電器批發業；E603090 照明設備安裝工程業；E601020 電器安裝業；F211010 建材零售業；F111090 建材批發業；F206010 五金零售業；F106010 五金批發業；F119010 電子材料批發業；F120010 耐火材料批發業,新竹市,變更,11503
16069953,九暘電子股份有限公司,新竹市光復路二段2巷47號10樓之1,謝清江,964138740,,115/03/04,改派董事/監察人,CC01080 電子零組件製造業；I501010 產品設計業；I301010 資訊軟體服務業；I301020 資料處理服務業；F119010 電子材料批發業；F219010 電子材料零售業；F401010 國際貿易業；F601010 智慧財產權業；F118010 資訊軟體批發業；JE01010 租賃業,新竹市,變更,11503
16130107,台灣美日先進光罩股份有限公司,新竹市力行路2號1樓,喬治(George Macricostas),2198185550,,115/03/03,補選董事(常務董事.董事長)/監察人,CC01080 電子零組件製造業；F401010 國際貿易業研究、開發、設計、製造及銷售下列產品：１、半導體製程使用之光罩，包括ＰＳＭ(相位變換光罩)、ＯＰＣ(近拒光擾修正)與一般光罩。２、ＬＣＤ與光電產品使用之光罩。３、有關積體電路設計之資料轉換(dataconversion service)與製程技術之諮詢服務。,新竹市,變更,11503
16130417,虹冠電子工業股份有限公司,新竹市園區二路11號5樓,方敏宗,798235900,,115/03/24,董事(常務董事.董事長)/監察人解任,CC01080 電子零組件製造業；I501010 產品設計業；F601010 智慧財產權業；F401010 國際貿易業(一)、研究、開發、生產、製造及銷售下列產品：1、功率積體電路（Power IC）2、電源模組（Power Module）3、場效電晶體（MOSFET）4、快速回復二極體（Fast Recovery Diodes）(二)、提供前項產品之設計及技術諮詢服務業務,新竹市,變更,11503
16211142,光環科技股份有限公司,新竹市展業一路21號,陳立惇,1114746920,,115/03/13,董事(常務董事.董事長)/監察人解任,CC01080 電子零組件製造業；F401010 國際貿易業設計、研發、生產及銷售下列產品：1.面射型雷射二極體及晶粒2.其他形式之雷射元件、收光二極體、各式光電零組件、光傳接模組及通訊用積體電路等相關通訊產品3.提供前項產品相關業務之檢驗、維修、加工及安裝之必要協助與服務4.與前項業務相關之進出口貿易業務,新竹市,變更,11503
16252902,茂達電子股份有限公司,新竹市篤行一路6號,王志信,756370000,,115/03/10,認股憑證換發新股,CC01080 電子零組件製造業一、研究、開發、生產、製造、銷售下列產品：1、半導體功率ＩＣ和其模組2、半導體功率元件和其模組3、智慧型功率ＩＣ和其模組4、無線及網路通訊ＩＣ5、光電驅動ＩＣ二、前述相關業務之諮詢和顧問,新竹市,變更,11503
