統一編號,公司名稱,公司所在地,代表人,資本額,核准設立日期,核准變更日期,案由或變更事項,營業項目,縣市,清冊,期別
00000552,琜思購國際行銷有限公司,新北市板橋區華興街31巷4號,涂璨瀅,3000000,113/12/19,115/03/24,修正章程,F104110 布疋、衣著、鞋、帽、傘、服飾品批發業；F105050 家具、寢具、廚房器具、裝設品批發業；F106020 日常用品批發業；F109070 文教、樂器、育樂用品批發業；F107030 清潔用品批發業；F204110 布疋、衣著、鞋、帽、傘、服飾品零售業；F205040 家具、寢具、廚房器具、裝設品零售業；F206010 五金零售業；F206020 日常用品零售業；F209060 文教、樂器、育樂用品零售業,新北市,變更,11503
00002480,天光出版有限公司,新北市新店區民權路108之4號5樓,商兆文,6000000,113/10/22,115/03/10,增資,ZZ99999 除許可業務外，得經營法令非禁止或限制之業務；J303010 雜誌（期刊）出版業；J304010 圖書出版業；J305010 有聲出版業；I401010 一般廣告服務業；C701010 印刷業；C703010 印刷品裝訂及加工業；F109070 文教、樂器、育樂用品批發業；F209060 文教、樂器、育樂用品零售業；F218010 資訊軟體零售業,新北市,變更,11503
00005846,原質娛樂有限公司,新北市中和區橋和路160巷41號12樓,張隻魚,10000000,113/08/23,115/03/12,公司名稱變更修正章程,ZZ99999 除許可業務外，得經營法令非禁止或限制之業務；F109070 文教、樂器、育樂用品批發業；F116010 照相器材批發業；F118010 資訊軟體批發業；F209060 文教、樂器、育樂用品零售業；F216010 照相器材零售業；F218010 資訊軟體零售業；F399040 無店面零售業；F401010 國際貿易業；F601010 智慧財產權業,新北市,變更,11503
00011431,金匝珠寶有限公司,新北市新莊區新泰路421號地下一層之7,陳雋亨,100000,114/02/13,115/03/17,公司名稱變更修正章程,F399040 無店面零售業；F401010 國際貿易業；F299990 其他零售業；F199990 其他批發業；F104110 布疋、衣著、鞋、帽、傘、服飾品批發業；F204110 布疋、衣著、鞋、帽、傘、服飾品零售業；F106020 日常用品批發業；F206020 日常用品零售業；F106010 五金批發業；F206010 五金零售業,新北市,變更,11503
00012728,奧詮股份有限公司,新北市板橋區館前東路26號3樓之6,詹紫瑩,800000,113/11/25,115/03/18,董事/監察人地址變更,I103060 管理顧問業；I301010 資訊軟體服務業；I301020 資料處理服務業；I301030 電子資訊供應服務業；I401010 一般廣告服務業；IZ12010 人力派遣業；ZZ99999 除許可業務外，得經營法令非禁止或限制之業務,新北市,變更,11503
00019399,鉅客民饕股份有限公司,新北市中和區民樂路76號(1樓),胡鈺揚,285714,113/12/16,115/03/10,董事/監察人持股變動報備,C110010 飲料製造業；C199030 即食餐食製造業；C199990 未分類其他食品製造業；C306010 成衣業；C307010 服飾品製造業；CA02010 金屬結構及建築組件製造業；CZ99990 未分類其他工業製品製造業；F101130 蔬果批發業；F102170 食品什貨批發業；F113010 機械批發業,新北市,變更,11503
00020522,萬信國際有限公司,新北市板橋區四川路1段23號3樓之2,劉家銘,1100000,113/11/08,115/03/18,股東出資轉讓修正章程,IZ12010 人力派遣業；IZ06010 理貨包裝業；ZZ99999 除許可業務外，得經營法令非禁止或限制之業務,新北市,變更,11503
00022465,善宥有限公司,新北市金山區中華路364號(1樓),陳宥羚,200000,113/10/04,115/03/30,申登機關變更（遷入，含卷）,F104110 布疋、衣著、鞋、帽、傘、服飾品批發業；F106020 日常用品批發業；F399990 其他綜合零售業；F207030 清潔用品零售業；F401010 國際貿易業；I103060 管理顧問業；IZ12010 人力派遣業；F108031 醫療器材批發業；F399040 無店面零售業；F208031 醫療器材零售業,新北市,變更,11503
00022916,圓曜股份有限公司,新北市汐止區樟樹一路141巷13號,張靜宜,5100000,114/03/03,115/03/24,特殊補正,I199990 其他顧問服務業；IG02010 研究發展服務業；JZ99110 瘦身美容業；JZ99990 未分類其他服務業；F106020 日常用品批發業；F108040 化粧品批發業；F401010 國際貿易業；F105050 家具、寢具、廚房器具、裝設品批發業；H703100 不動產租賃業；ZZ99999 除許可業務外，得經營法令非禁止或限制之業務,新北市,變更,11503
00025218,昀麗餐飲有限公司,新北市五股區成泰路1段235號之1(一樓),楊凱迪,7000000,113/10/21,115/03/24,股東出資轉讓修正章程,F501990 其他餐飲業；F501060 餐館業；F501030 飲料店業；F399040 無店面零售業；F299990 其他零售業；F203010 食品什貨、飲料零售業；ZZ99999 除許可業務外，得經營法令非禁止或限制之業務,新北市,變更,11503
00026440,豆金倈實業有限公司,新北市淡水區水源街2段74巷18號,王睿妍,300000,113/09/18,115/03/04,公司所在地,F102170 食品什貨批發業；F102040 飲料批發業；F102050 茶葉批發業；F203010 食品什貨、飲料零售業；F401010 國際貿易業；F399040 無店面零售業；I101090 食品顧問業；I103060 管理顧問業；JZ99050 仲介服務業；ZZ99999 除許可業務外，得經營法令非禁止或限制之業務,新北市,變更,11503
00027150,上選工程有限公司,新北市新莊區中港路310號10樓,李采綾,5000000,113/08/29,115/03/16,特殊補正,E801010 室內裝潢業；E901010 油漆工程業；E903010 防蝕、防銹工程業；EZ11010 球場跑道樹脂材料鋪設工程業；EZ99990 其他工程業；F107010 漆料、塗料批發業；F107200 化學原料批發業；F107990 其他化學製品批發業；F120010 耐火材料批發業；F207010 漆料、塗料零售業,新北市,變更,11503
