統一編號,公司名稱,公司所在地,代表人,資本額,核准設立日期,核准變更日期,案由或變更事項,營業項目,縣市,清冊,期別
62194298,鑫蔡極金屬有限公司,桃園市楊梅區富民街143巷100號,蔡翡渲,500000,115/04/20,,,CA02990 其他金屬製品製造業；CB01010 機械設備製造業；CB01990 其他機械製造業；CQ01010 模具製造業；CZ99990 未分類其他工業製品製造業；CC01990 其他電機及電子機械器材製造業；CA04010 表面處理業；F106010 五金批發業；F113010 機械批發業；F113030 精密儀器批發業,桃園市,設立,11504
62194305,珍愛自己生技有限公司,桃園市八德區東勇街490巷179號12樓,薛宛真,680000,115/04/20,,,F102040 飲料批發業；F102170 食品什貨批發業；F104110 布疋、衣著、鞋、帽、傘、服飾品批發業；F107030 清潔用品批發業；F108040 化粧品批發業；F203010 食品什貨、飲料零售業；F204110 布疋、衣著、鞋、帽、傘、服飾品零售業；F207030 清潔用品零售業；F208040 化粧品零售業；F208050 乙類成藥零售業,桃園市,設立,11504
62194311,翔晞園藝景觀有限公司,桃園市桃園區永安里福清街68號11樓,黃俊翔,300000,115/04/20,,,A102080 園藝服務業；EZ99990 其他工程業；I503010 景觀設計業；I504010 花藝設計業；E901010 油漆工程業；J101030 廢棄物清除業；J101090 廢棄物清理業；F101100 花卉批發業；F107050 肥料批發業；F401010 國際貿易業,桃園市,設立,11504
62194327,鼎築室內裝修有限公司,桃園市桃園區藝文一街86之5號四樓,林鴻杰,5000000,115/04/20,,,E801060 室內裝修業；E599010 配管工程業；E601020 電器安裝業；E603040 消防安全設備安裝工程業；E603050 自動控制設備工程業；E603090 照明設備安裝工程業；E801010 室內裝潢業；E801020 門窗安裝工程業；E801030 室內輕鋼架工程業；E801040 玻璃安裝工程業,桃園市,設立,11504
62194332,企豐工程有限公司,桃園市觀音區信義路145巷37號(1樓),施筠怡,1000000,115/04/20,,,A102080 園藝服務業；E599010 配管工程業；E603010 電纜安裝工程業；E603040 消防安全設備安裝工程業；E603090 照明設備安裝工程業；E603100 電焊工程業；E603110 冷作工程業；E603120 噴砂工程業；E604010 機械安裝業；E801020 門窗安裝工程業,桃園市,設立,11504
62194348,撒野創意行銷有限公司,桃園市中壢區中榮里中正路257號8樓,蔣坤哲,300000,115/04/20,,,I301060 網路廣告平臺業；I401010 一般廣告服務業；I501010 產品設計業；I599990 其他設計業；J503040 廣播電視廣告業；J601010 藝文服務業；J404010 動畫影片製作業；J404020 提供設備及場地供電影片拍攝業；J503010 廣播節目製作業；J503020 電視節目製作業,桃園市,設立,11504
62194353,悅勝股份有限公司,桃園市桃園區檜樂里民有東路2巷6號(1樓),陳俊斌,2000000,115/04/20,,,F501060 餐館業；F102030 菸酒批發業；F102040 飲料批發業；F102170 食品什貨批發業；F203010 食品什貨、飲料零售業；F203020 菸酒零售業；F399010 便利商店業；F401010 國際貿易業；F501030 飲料店業；I103060 管理顧問業,桃園市,設立,11504
62194369,飛霆制動有限公司,桃園市中壢區自信里榮安一街393巷7號八樓,劉一飛,300000,115/04/20,,,F214030 汽、機車零件配備零售業；F114030 汽、機車零件配備批發業；F214050 車胎零售業；F401010 國際貿易業；JA01010 汽車修理業；JA01990 其他汽車服務業；ZZ99999 除許可業務外，得經營法令非禁止或限制之業務,桃園市,設立,11504
62194375,保全家健康股份有限公司,桃園市中壢區中央西路一段1號7樓,藍琛涵,100000,115/04/21,,,F102040 飲料批發業；F102170 食品什貨批發業；F102180 酒精批發業；F106020 日常用品批發業；F107030 清潔用品批發業；F108040 化粧品批發業；F208050 乙類成藥零售業；F399040 無店面零售業；F401010 國際貿易業；F601010 智慧財產權業,桃園市,設立,11504
62194380,天雷投資有限公司,桃園市桃園區大華七街20號,陳彥余,1000000,115/04/20,,,H201010 一般投資業；ZZ99999 除許可業務外，得經營法令非禁止或限制之業務,桃園市,設立,11504
