統一編號,公司名稱,公司所在地,代表人,資本額,核准設立日期,核准變更日期,案由或變更事項,營業項目,縣市,清冊,期別
60302567,美商奧普特有限公司,新北市中和區捷運路8-22號13樓,曹雲,0,115/04/07,,,,新北市,設立,11504
62191285,屋吉有限公司,新北市板橋區光武街24之2號,郭癸璋,100000,115/04/20,,,I199990 其他顧問服務業；IZ99990 其他工商服務業；E801010 室內裝潢業；F205040 家具、寢具、廚房器具、裝設品零售業；F213010 電器零售業；F401010 國際貿易業；ZZ99999 除許可業務外，得經營法令非禁止或限制之業務,新北市,設立,11504
62191291,有銘有媛食藝有限公司,新北市鶯歌區鳳三路66號,謝銘龍,500000,115/04/20,,,F101050 水產品批發業；F101130 蔬果批發業；F102020 食用油脂批發業；F102030 菸酒批發業；F102040 飲料批發業；F102170 食品什貨批發業；F121010 食品添加物批發業；F221010 食品添加物零售業；F101040 家畜家禽批發業；F101990 其他農、畜、水產品批發業,新北市,設立,11504
62191308,氛圍插畫有限公司,新北市中和區景新街338號12樓,陳品潔,500000,115/04/20,,,I401010 一般廣告服務業；I199990 其他顧問服務業；I301030 電子資訊供應服務業；I301010 資訊軟體服務業；J304010 圖書出版業；J305010 有聲出版業；J601010 藝文服務業；J602010 演藝活動業；ZZ99999 除許可業務外，得經營法令非禁止或限制之業務,新北市,設立,11504
62191314,元頂實業有限公司,新北市中和區立德街180號4樓,葉語喬,5000000,115/04/20,,,C802060 動物用藥製造業；C802990 其他化學製品製造業；CF01011 醫療器材製造業；F102170 食品什貨批發業；F106020 日常用品批發業；F107170 工業助劑批發業；F107990 其他化學製品批發業；F108031 醫療器材批發業；F108040 化粧品批發業；F113030 精密儀器批發業,新北市,設立,11504
62191320,沐冉事業有限公司,新北市新莊區化成路746巷42號2樓,林家歆,750000,115/04/20,,,I103060 管理顧問業；I199990 其他顧問服務業；H703100 不動產租賃業；I301020 資料處理服務業；I301030 電子資訊供應服務業；ZZ99999 除許可業務外，得經營法令非禁止或限制之業務,新北市,設立,11504
62191335,宣旺投資有限公司,新北市汐止區新台五路一段77號7樓之7,賴映伶,3000000,115/04/20,,,H201010 一般投資業；F401010 國際貿易業；F106010 五金批發業；F119010 電子材料批發業；H703090 不動產買賣業；H703100 不動產租賃業；JE01010 租賃業,新北市,設立,11504
62191341,哲家股份有限公司,新北市樹林區大義路382號20樓,方忠偉,1000000,115/04/20,,,H201010 一般投資業,新北市,設立,11504
62191356,賀安居室內裝潢有限公司,新北市中和區圓通路164號,呂軍方,50000,115/04/20,,,E801010 室內裝潢業；E801020 門窗安裝工程業；E801030 室內輕鋼架工程業；E801040 玻璃安裝工程業；E801070 廚具、衛浴設備安裝工程業；E901010 油漆工程業；EZ07010 鑽孔工程業；F111090 建材批發業；F120010 耐火材料批發業；ZZ99999 除許可業務外，得經營法令非禁止或限制之業務,新北市,設立,11504
62191378,和荺建設股份有限公司,新北市新莊區思源路412號2樓,王鐙毅,5000000,115/04/20,,,E801010 室內裝潢業；EZ99990 其他工程業；F111090 建材批發業；F113010 機械批發業；F211010 建材零售業；F213080 機械器具零售業；F401010 國際貿易業；H701010 住宅及大樓開發租售業；H701020 工業廠房開發租售業；H701040 特定專業區開發業,新北市,設立,11504
62191383,恩德斯特科技有限公司,新北市板橋區文化路2段182巷17號2樓,張育銘,200000,115/04/20,,,F113050 電腦及事務性機器設備批發業；F118010 資訊軟體批發業；F119010 電子材料批發業；F213030 電腦及事務性機器設備零售業；F218010 資訊軟體零售業；F219010 電子材料零售業；F401010 國際貿易業；I301010 資訊軟體服務業；I301020 資料處理服務業；F113070 電信器材批發業,新北市,設立,11504
62191399,盈瑞皮件有限公司,新北市板橋區中山路1段40號,王育祥,1000000,115/04/20,,,F104110 布疋、衣著、鞋、帽、傘、服飾品批發業；F109070 文教、樂器、育樂用品批發業；F204110 布疋、衣著、鞋、帽、傘、服飾品零售業；F205040 家具、寢具、廚房器具、裝設品零售業；F399040 無店面零售業；F401010 國際貿易業；ZZ99999 除許可業務外，得經營法令非禁止或限制之業務,新北市,設立,11504
